Sample	Day	IVC	Embryo	Batch	Day_Emb	Lineage	Sex
Tri_hv_D6_IVC1_E3_B2_93	D6	IVC1	E3	B2	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B2_94	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_95	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_96	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E2_B1_1	D6	IVC1	E2	B1	D6_E2	Epi	Male
Tri_hv_D6_IVC1_E2_B1_2	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_3	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_4	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_5	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_6	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_7	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_8	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_9	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_10	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_11	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_12	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_14	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_15	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_16	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_17	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_18	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_19	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_20	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_21	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_22	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_23	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_24	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_25	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_26	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_27	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_28	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_29	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_30	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_31	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_32	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_33	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_34	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_35	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_37	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_38	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_39	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_40	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_41	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_42	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_43	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_44	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_45	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_46	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_47	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_48	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_49	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_50	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_51	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_52	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_53	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_54	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_55	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_57	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_58	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_60	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_61	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_62	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_63	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_64	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_65	D6	IVC1	E2	B1	D6_E2	Epi	Male
Tri_hv_D6_IVC1_E2_B1_67	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_68	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_69	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_70	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_71	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_72	D6	IVC1	E2	B1	D6_E2	Epi	Male
Tri_hv_D6_IVC1_E2_B1_74	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_75	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_76	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_77	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_78	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_79	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_80	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_81	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_82	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_83	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_84	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_85	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_86	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_87	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_88	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_89	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_90	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_91	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_92	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_93	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_94	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_95	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E2_B1_96	D6	IVC1	E2	B1	D6_E2	TE	Male
Tri_hv_D6_IVC1_E3_B1_1	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_2	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_3	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_4	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_5	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_7	D6	IVC1	E3	B1	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B1_8	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_9	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_10	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_11	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_12	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_13	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_14	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_17	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_18	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_19	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_21	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_22	D6	IVC1	E3	B1	D6_E3	Epi	Male
Tri_hv_D6_IVC1_E3_B1_25	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_26	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_27	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_28	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_29	D6	IVC1	E3	B1	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B1_30	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_31	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_32	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_34	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_35	D6	IVC1	E3	B1	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B1_36	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_37	D6	IVC1	E3	B1	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B1_38	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_40	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_42	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_43	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_44	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_45	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_46	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_47	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_48	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_49	D6	IVC1	E3	B1	D6_E3	Epi	Male
Tri_hv_D6_IVC1_E3_B1_50	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_51	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_53	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_54	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_55	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_58	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_59	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_60	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_61	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_62	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_63	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_64	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_65	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_66	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_67	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_69	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_70	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_71	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_73	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_74	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_75	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_76	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_77	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_78	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_79	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_81	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_82	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_83	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_84	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_85	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_87	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_88	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_89	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_90	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_91	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_92	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_93	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_94	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_95	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B1_96	D6	IVC1	E3	B1	D6_E3	TE	Male
Tri_hv_D6_IVC1_E9_B1_1	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_2	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_3	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_4	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_5	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_6	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_7	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_9	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_10	D6	IVC1	E9	B1	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B1_11	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_12	D6	IVC1	E9	B1	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B1_13	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_15	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_17	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_18	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_19	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_20	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_21	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_22	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_26	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_27	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_28	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_29	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_30	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_33	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_35	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_37	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_38	D6	IVC1	E9	B1	D6_E9	Epi	Male
Tri_hv_D6_IVC1_E9_B1_40	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_41	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_42	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_43	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_44	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_45	D6	IVC1	E9	B1	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B1_46	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_47	D6	IVC1	E9	B1	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B1_49	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_50	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_51	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_54	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_55	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_57	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_58	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_59	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_60	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_61	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_62	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_63	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_65	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_66	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_67	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_68	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_69	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_70	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_73	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_74	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_75	D6	IVC1	E9	B1	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B1_76	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_77	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_78	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_79	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_80	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_81	D6	IVC1	E9	B1	D6_E9	Epi	Male
Tri_hv_D6_IVC1_E9_B1_82	D6	IVC1	E9	B1	D6_E9	Epi	Male
Tri_hv_D6_IVC1_E9_B1_84	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_85	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_86	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_87	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_88	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_89	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_90	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_91	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_92	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_93	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_94	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_95	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B1_96	D6	IVC1	E9	B1	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_1	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_2	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_3	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_4	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_5	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_6	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_7	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_8	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_9	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_10	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_11	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_12	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_13	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_14	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_15	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_16	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_17	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_18	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_19	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_20	D6	IVC1	E9	B2	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B2_21	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_22	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_24	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_25	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_26	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_27	D6	IVC1	E9	B2	D6_E9	PE	Male
Tri_hv_D6_IVC1_E9_B2_28	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_29	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_30	D6	IVC1	E9	B2	D6_E9	Epi	Male
Tri_hv_D6_IVC1_E9_B2_33	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_36	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_37	D6	IVC1	E9	B2	D6_E9	TE	Male
Tri_hv_D6_IVC1_E9_B2_38	D6	IVC1	E9	B2	D6_E9	TE	Male
